variable,lag,f_statistic,p_value,is_significant,var_diff_order,target_diff_order
si_lag_3h_mean,5,202.9401488552798,5.138216488980183e-211,True,0,1
si_lag_6h_mean,1,10.606095656723381,0.0011292985434308604,True,0,1
si_lag_6h_mean,2,576.5940538264987,3.097190518788472e-243,True,0,1
si_lag_6h_mean,3,359.3697677474331,1.675918087851951e-226,True,0,1
si_lag_6h_mean,4,248.8480132341809,2.823557692118128e-208,True,0,1
si_lag_6h_mean,5,180.75563497023057,2.986843860276014e-188,True,0,1
si_lag_9h_mean,1,311.37142068765206,4.350739875466492e-69,True,0,1
si_lag_9h_mean,2,157.39429609610295,1.7862193009779937e-68,True,0,1
si_lag_9h_mean,3,238.79645472075038,7.23140640047935e-152,True,0,1
si_lag_9h_mean,4,166.10794566686107,7.926179837534275e-140,True,0,1
si_lag_9h_mean,5,98.945694657419,3.258346431581417e-103,True,0,1
si_lag_12h_mean,1,0.19758127513869878,0.6566857912232207,False,0,1
si_lag_12h_mean,2,299.11864183259854,1.8428688763681563e-128,True,0,1
si_lag_12h_mean,3,194.99122950398095,2.1425925684915575e-124,True,0,1
si_lag_12h_mean,4,123.47780212442495,4.139932140147033e-104,True,0,1
si_lag_12h_mean,5,70.903149386126,1.0656568641680118e-73,True,0,1
si_lag_15h_mean,1,125.4406017727558,5.116242693833921e-29,True,0,1
si_lag_15h_mean,2,108.04879668774751,2.303639785123689e-47,True,0,1
si_lag_15h_mean,3,139.54200888943282,2.376205915254204e-89,True,0,1
si_lag_15h_mean,4,111.58176739929092,4.3341186553671113e-94,True,0,1
si_lag_15h_mean,5,83.09219644991585,1.5110948029580407e-86,True,0,1
si_lag_18h_mean,1,38.65717774120981,5.16621226107362e-10,True,0,1
si_lag_18h_mean,2,268.8235340151266,1.0221678309557388e-115,True,0,1
si_lag_18h_mean,3,170.78587167892871,3.9142291954866604e-109,True,0,1
si_lag_18h_mean,4,118.79430363792164,3.627257047437468e-100,True,0,1
si_lag_18h_mean,5,94.22269904130012,2.971479981081979e-98,True,0,1
si_lag_21h_mean,1,300.1599423636376,1.0951270172749528e-66,True,0,1
si_lag_21h_mean,2,192.1538019584911,2.8329439645972522e-83,True,0,1
si_lag_21h_mean,3,249.27052154085013,2.0947293767741485e-158,True,0,1
si_lag_21h_mean,4,207.37489332862822,4.142851402740881e-174,True,0,1
si_lag_21h_mean,5,160.81088469971425,1.1301086333782575e-167,True,0,1
si_lag_24h_mean,1,14.134075978424049,0.000170785878890189,True,0,1
si_lag_24h_mean,2,472.30502341599873,1.692526707317789e-200,True,0,1
si_lag_24h_mean,3,305.5373561170487,2.367587876716373e-193,True,0,1
si_lag_24h_mean,4,211.94788460195662,6.867146867244786e-178,True,0,1
si_lag_24h_mean,5,153.68631138738607,2.679302339001652e-160,True,0,1
ta_chi_lag_3h_mean,1,14.20961498552582,0.00016406963479809997,True,0,1
ta_chi_lag_3h_mean,2,118.14718997201432,1.077649385323541e-51,True,0,1
ta_chi_lag_3h_mean,3,165.27327258812156,1.1885979950934342e-105,True,0,1
ta_chi_lag_3h_mean,4,165.5320282559073,2.3916532235927535e-139,True,0,1
ta_chi_lag_3h_mean,5,132.7521589706344,1.4724594848579478e-138,True,0,1
ta_chi_lag_6h_mean,1,0.049246457439022395,0.8243823078444996,False,0,1
ta_chi_lag_6h_mean,2,257.9377173995945,3.9617835511032e-111,True,0,1
ta_chi_lag_6h_mean,3,203.8282896829764,5.928533945823253e-130,True,0,1
ta_chi_lag_6h_mean,4,161.64066743099846,4.24012075476396e-136,True,0,1
ta_chi_lag_6h_mean,5,124.54163781529658,5.3316801886353036e-130,True,0,1
ta_chi_lag_9h_mean,1,6.431172880764212,0.011222069529042747,True,0,1
ta_chi_lag_9h_mean,2,46.106322949982136,1.0686616590142541e-20,True,0,1
ta_chi_lag_9h_mean,3,126.09798920949626,8.263260469827589e-81,True,0,1
ta_chi_lag_9h_mean,4,91.37707697649222,5.056164904117377e-77,True,0,1
ta_chi_lag_9h_mean,5,64.44045726690143,7.086276760719554e-67,True,0,1
ta_chi_lag_12h_mean,1,0.2825375048658442,0.5950495946799469,False,0,1
ta_chi_lag_12h_mean,2,103.20438941426163,2.7616623415188354e-45,True,0,1
ta_chi_lag_12h_mean,3,96.4401315392035,6.595065157809677e-62,True,0,1
ta_chi_lag_12h_mean,4,61.48626715780357,1.1296695772505289e-51,True,0,1
ta_chi_lag_12h_mean,5,29.23049832465705,1.1771512369924779e-29,True,0,1
ta_chi_lag_15h_mean,1,1.9078141861019822,0.1672239004198252,False,0,1
ta_chi_lag_15h_mean,2,63.40320089898489,3.661340618278086e-28,True,0,1
ta_chi_lag_15h_mean,3,63.35169395442787,9.86167182398298e-41,True,0,1
ta_chi_lag_15h_mean,4,39.813070886219165,3.005198872646327e-33,True,0,1
ta_chi_lag_15h_mean,5,20.215716808317296,3.5910524966050685e-20,True,0,1
ta_chi_lag_18h_mean,1,1.4508684598167028,0.22840494455589141,False,0,1
ta_chi_lag_18h_mean,2,55.405319768975005,1.0319594652656403e-24,True,0,1
ta_chi_lag_18h_mean,3,91.00194427435763,1.9664941144457534e-58,True,0,1
ta_chi_lag_18h_mean,4,104.47988052764967,4.2582993944378485e-88,True,0,1
ta_chi_lag_18h_mean,5,124.39869077164425,7.543505661995246e-130,True,0,1
ta_chi_lag_21h_mean,1,1.5343026777414361,0.215484456313773,False,0,1
ta_chi_lag_21h_mean,2,226.47372740814407,7.864314909456987e-98,True,0,1
ta_chi_lag_21h_mean,3,254.97377720619951,5.814514586291211e-162,True,0,1
ta_chi_lag_21h_mean,4,181.91289004006896,5.448032661374538e-153,True,0,1
ta_chi_lag_21h_mean,5,136.5406724847352,1.6884844891008936e-142,True,0,1
ta_chi_lag_24h_mean,1,12.173891555958727,0.0004858229842693772,True,0,1
ta_chi_lag_24h_mean,2,151.21814727042303,7.730430226768443e-66,True,0,1
ta_chi_lag_24h_mean,3,211.50766565022934,8.961877358223565e-135,True,0,1
ta_chi_lag_24h_mean,4,157.274720524499,1.8931956846217387e-132,True,0,1
ta_chi_lag_24h_mean,5,111.49410238828187,2.3082043491903317e-116,True,0,1
wind_chill_lag_3h_mean,1,12.941462957618453,0.0003222689332747416,True,0,1
wind_chill_lag_3h_mean,2,72.90754927943021,2.9361111750796586e-32,True,0,1
wind_chill_lag_3h_mean,3,121.47767102423366,7.183031766798524e-78,True,0,1
wind_chill_lag_3h_mean,4,144.85537658274703,4.648495083751905e-122,True,0,1
wind_chill_lag_3h_mean,5,120.96622022296964,2.874927688615654e-126,True,0,1
wind_chill_lag_6h_mean,1,0.03530578933192047,0.8509585148726826,False,0,1
wind_chill_lag_6h_mean,2,261.5730200586638,1.160381991418464e-112,True,0,1
wind_chill_lag_6h_mean,3,184.45290090421634,9.278997430993023e-118,True,0,1
wind_chill_lag_6h_mean,4,140.0357532048806,5.101995391272359e-118,True,0,1
wind_chill_lag_6h_mean,5,105.37790359314712,5.846143968685711e-110,True,0,1
wind_chill_lag_9h_mean,1,5.677107722612972,0.017198286092801746,True,0,1
wind_chill_lag_9h_mean,2,21.386029527464213,5.290482317193246e-10,True,0,1
wind_chill_lag_9h_mean,3,123.63070478951201,3.0660669327946894e-79,True,0,1
wind_chill_lag_9h_mean,4,95.67660589231413,1.166592302037659e-80,True,0,1
wind_chill_lag_9h_mean,5,63.14593808212114,1.651415918013805e-65,True,0,1
wind_chill_lag_12h_mean,1,0.08190387480147043,0.7747371151629947,False,0,1
wind_chill_lag_12h_mean,2,140.30972899509004,3.5290880415361945e-61,True,0,1
wind_chill_lag_12h_mean,3,98.78696888914054,2.0924602455988478e-63,True,0,1
wind_chill_lag_12h_mean,4,57.283687910116626,4.210036269933955e-48,True,0,1
wind_chill_lag_12h_mean,5,29.511793310427255,5.943821787526577e-30,True,0,1
wind_chill_lag_15h_mean,1,2.45518856821817,0.11715518169816917,False,0,1
wind_chill_lag_15h_mean,2,48.2314544449971,1.290846949739563e-21,True,0,1
wind_chill_lag_15h_mean,3,56.04460457166172,4.7841651331932316e-36,True,0,1
wind_chill_lag_15h_mean,4,39.288214901299256,8.395201799252909e-33,True,0,1
wind_chill_lag_15h_mean,5,22.156800689999294,3.3010726954575234e-22,True,0,1
wind_chill_lag_18h_mean,1,0.6884757063478233,0.4066946539506828,False,0,1
wind_chill_lag_18h_mean,2,77.29399158913007,3.7939667462794743e-34,True,0,1
wind_chill_lag_18h_mean,3,74.43458714124681,7.811021556865175e-48,True,0,1
wind_chill_lag_18h_mean,4,83.4621546142766,2.546392912735479e-70,True,0,1
wind_chill_lag_18h_mean,5,95.94435666992105,4.619775614172425e-100,True,0,1
wind_chill_lag_21h_mean,1,1.7362852243171976,0.18762745800872108,False,0,1
wind_chill_lag_21h_mean,2,178.6806722546414,1.5207729505789754e-77,True,0,1
wind_chill_lag_21h_mean,3,209.08991623516462,2.9496502750388204e-133,True,0,1
wind_chill_lag_21h_mean,4,162.48204777039234,8.4520903400221925e-137,True,0,1
wind_chill_lag_21h_mean,5,118.83039306897435,4.917186471373304e-124,True,0,1
wind_chill_lag_24h_mean,1,8.956464296525148,0.0027687542907233564,True,0,1
wind_chill_lag_24h_mean,2,178.74143789758037,1.4332934866379187e-77,True,0,1
wind_chill_lag_24h_mean,3,166.69502052373275,1.5067925122511364e-106,True,0,1
wind_chill_lag_24h_mean,4,136.11028591552102,1.0067518157917915e-114,True,0,1
wind_chill_lag_24h_mean,5,94.17438447655148,3.343336362747423e-98,True,0,1
ta_fourier_sin_1,1,1.3681840751199973e-05,0.9970487557898579,False,0,1
ta_fourier_sin_1,2,5.5492161986171604e-05,0.9999445093776942,False,0,1
ta_fourier_sin_1,3,0.0002862225312251163,0.9999933094298716,False,0,1
ta_fourier_sin_1,4,9.917131451293308e-05,0.9999999803304555,False,0,1
ta_fourier_sin_1,5,0.00017153547008904763,0.9999999988541741,False,0,1
ta_fourier_cos_1,1,3.5037377959629663e-06,0.9985065200722392,False,0,1
ta_fourier_cos_1,2,5.549217977123986e-05,0.9999445093611701,False,0,1
ta_fourier_cos_1,3,0.0002862225312251163,0.9999933094298716,False,0,1
ta_fourier_cos_1,4,9.917132235807187e-05,0.9999999803304522,False,0,1
ta_fourier_cos_1,5,0.00017153547195099264,0.9999999988541741,False,0,1
ta_fourier_sin_2,1,0.17433498798222094,0.6762926751017055,False,0,1
ta_fourier_sin_2,2,0.1035428852272777,0.9016379070172704,False,0,1
ta_fourier_sin_2,3,0.09779803806469874,0.9612649389076379,False,0,1
ta_fourier_sin_2,4,0.10844771619696969,0.979616340061247,False,0,1
ta_fourier_sin_2,5,0.12761601470759512,0.9861912986822015,False,0,1
ta_fourier_cos_2,1,0.02049468649663912,0.8861657400033042,False,0,1
ta_fourier_cos_2,2,0.10354288522309286,0.9016379070198998,False,0,1
ta_fourier_cos_2,3,0.09779803806902589,0.9612649389047357,False,0,1
ta_fourier_cos_2,4,0.10844771619192614,0.9796163400629441,False,0,1
ta_fourier_cos_2,5,0.12761601470759512,0.9861912986822015,False,0,1
ta_fourier_sin_3,1,5.525739039323829e-05,0.9940690392841899,False,0,1
ta_fourier_sin_3,2,0.00013712609161743865,0.9998628833106634,False,0,1
ta_fourier_sin_3,3,0.00043123800142877357,0.9999876283891704,False,0,1
ta_fourier_sin_3,4,0.00020210958803649267,0.9999999183161158,False,0,1
ta_fourier_sin_3,5,0.0003109482092403931,0.999999994931893,False,0,1
ta_fourier_cos_3,1,7.7251342130464e-06,0.9977823840901805,False,0,1
ta_fourier_cos_3,2,0.0001371260999868827,0.9998628833019161,False,0,1
ta_fourier_cos_3,3,0.00043123799998643226,0.9999876283892819,False,0,1
ta_fourier_cos_3,4,0.00020210959195906224,0.9999999183161127,False,0,1
ta_fourier_cos_3,5,0.00031094820830942057,0.999999994931893,False,0,1
hm_fourier_sin_1,1,1.3681840751199973e-05,0.9970487557898579,False,0,1
hm_fourier_sin_1,2,5.5492161986171604e-05,0.9999445093776942,False,0,1
hm_fourier_sin_1,3,0.0002862225312251163,0.9999933094298716,False,0,1
hm_fourier_sin_1,4,9.917131451293308e-05,0.9999999803304555,False,0,1
hm_fourier_sin_1,5,0.00017153547008904763,0.9999999988541741,False,0,1
hm_fourier_cos_1,1,3.5037377959629663e-06,0.9985065200722392,False,0,1
hm_fourier_cos_1,2,5.549217977123986e-05,0.9999445093611701,False,0,1
hm_fourier_cos_1,3,0.0002862225312251163,0.9999933094298716,False,0,1
hm_fourier_cos_1,4,9.917132235807187e-05,0.9999999803304522,False,0,1
hm_fourier_cos_1,5,0.00017153547195099264,0.9999999988541741,False,0,1
hm_fourier_sin_2,1,0.17433498798222094,0.6762926751017055,False,0,1
hm_fourier_sin_2,2,0.1035428852272777,0.9016379070172704,False,0,1
hm_fourier_sin_2,3,0.09779803806469874,0.9612649389076379,False,0,1
hm_fourier_sin_2,4,0.10844771619696969,0.979616340061247,False,0,1
hm_fourier_sin_2,5,0.12761601470759512,0.9861912986822015,False,0,1
hm_fourier_cos_2,1,0.02049468649663912,0.8861657400033042,False,0,1
hm_fourier_cos_2,2,0.10354288522309286,0.9016379070198998,False,0,1
hm_fourier_cos_2,3,0.09779803806902589,0.9612649389047357,False,0,1
hm_fourier_cos_2,4,0.10844771619192614,0.9796163400629441,False,0,1
hm_fourier_cos_2,5,0.12761601470759512,0.9861912986822015,False,0,1
hm_fourier_sin_3,1,5.525739039323829e-05,0.9940690392841899,False,0,1
hm_fourier_sin_3,2,0.00013712609161743865,0.9998628833106634,False,0,1
hm_fourier_sin_3,3,0.00043123800142877357,0.9999876283891704,False,0,1
hm_fourier_sin_3,4,0.00020210958803649267,0.9999999183161158,False,0,1
hm_fourier_sin_3,5,0.0003109482092403931,0.999999994931893,False,0,1
hm_fourier_cos_3,1,7.7251342130464e-06,0.9977823840901805,False,0,1
hm_fourier_cos_3,2,0.0001371260999868827,0.9998628833019161,False,0,1
hm_fourier_cos_3,3,0.00043123799998643226,0.9999876283892819,False,0,1
hm_fourier_cos_3,4,0.00020210959195906224,0.9999999183161127,False,0,1
hm_fourier_cos_3,5,0.00031094820830942057,0.999999994931893,False,0,1
ws_fourier_sin_1,1,1.3681840751199973e-05,0.9970487557898579,False,0,1
ws_fourier_sin_1,2,5.5492161986171604e-05,0.9999445093776942,False,0,1
ws_fourier_sin_1,3,0.0002862225312251163,0.9999933094298716,False,0,1
ws_fourier_sin_1,4,9.917131451293308e-05,0.9999999803304555,False,0,1
ws_fourier_sin_1,5,0.00017153547008904763,0.9999999988541741,False,0,1
ws_fourier_cos_1,1,3.5037377959629663e-06,0.9985065200722392,False,0,1
ws_fourier_cos_1,2,5.549217977123986e-05,0.9999445093611701,False,0,1
ws_fourier_cos_1,3,0.0002862225312251163,0.9999933094298716,False,0,1
ws_fourier_cos_1,4,9.917132235807187e-05,0.9999999803304522,False,0,1
ws_fourier_cos_1,5,0.00017153547195099264,0.9999999988541741,False,0,1
ws_fourier_sin_2,1,0.17433498798222094,0.6762926751017055,False,0,1
ws_fourier_sin_2,2,0.1035428852272777,0.9016379070172704,False,0,1
ws_fourier_sin_2,3,0.09779803806469874,0.9612649389076379,False,0,1
ws_fourier_sin_2,4,0.10844771619696969,0.979616340061247,False,0,1
ws_fourier_sin_2,5,0.12761601470759512,0.9861912986822015,False,0,1
ws_fourier_cos_2,1,0.02049468649663912,0.8861657400033042,False,0,1
ws_fourier_cos_2,2,0.10354288522309286,0.9016379070198998,False,0,1
ws_fourier_cos_2,3,0.09779803806902589,0.9612649389047357,False,0,1
ws_fourier_cos_2,4,0.10844771619192614,0.9796163400629441,False,0,1
ws_fourier_cos_2,5,0.12761601470759512,0.9861912986822015,False,0,1
ws_fourier_sin_3,1,5.525739039323829e-05,0.9940690392841899,False,0,1
ws_fourier_sin_3,2,0.00013712609161743865,0.9998628833106634,False,0,1
ws_fourier_sin_3,3,0.00043123800142877357,0.9999876283891704,False,0,1
ws_fourier_sin_3,4,0.00020210958803649267,0.9999999183161158,False,0,1
ws_fourier_sin_3,5,0.0003109482092403931,0.999999994931893,False,0,1
ws_fourier_cos_3,1,7.7251342130464e-06,0.9977823840901805,False,0,1
ws_fourier_cos_3,2,0.0001371260999868827,0.9998628833019161,False,0,1
ws_fourier_cos_3,3,0.00043123799998643226,0.9999876283892819,False,0,1
ws_fourier_cos_3,4,0.00020210959195906224,0.9999999183161127,False,0,1
ws_fourier_cos_3,5,0.00031094820830942057,0.999999994931893,False,0,1
wind_chill_fourier_sin_1,1,1.3681840751199973e-05,0.9970487557898579,False,0,1
wind_chill_fourier_sin_1,2,5.5492161986171604e-05,0.9999445093776942,False,0,1
wind_chill_fourier_sin_1,3,0.0002862225312251163,0.9999933094298716,False,0,1
wind_chill_fourier_sin_1,4,9.917131451293308e-05,0.9999999803304555,False,0,1
wind_chill_fourier_sin_1,5,0.00017153547008904763,0.9999999988541741,False,0,1
wind_chill_fourier_cos_1,1,3.5037377959629663e-06,0.9985065200722392,False,0,1
wind_chill_fourier_cos_1,2,5.549217977123986e-05,0.9999445093611701,False,0,1
wind_chill_fourier_cos_1,3,0.0002862225312251163,0.9999933094298716,False,0,1
wind_chill_fourier_cos_1,4,9.917132235807187e-05,0.9999999803304522,False,0,1
wind_chill_fourier_cos_1,5,0.00017153547195099264,0.9999999988541741,False,0,1
wind_chill_fourier_sin_2,1,0.17433498798222094,0.6762926751017055,False,0,1
wind_chill_fourier_sin_2,2,0.1035428852272777,0.9016379070172704,False,0,1
wind_chill_fourier_sin_2,3,0.09779803806469874,0.9612649389076379,False,0,1
wind_chill_fourier_sin_2,4,0.10844771619696969,0.979616340061247,False,0,1
wind_chill_fourier_sin_2,5,0.12761601470759512,0.9861912986822015,False,0,1
wind_chill_fourier_cos_2,1,0.02049468649663912,0.8861657400033042,False,0,1
wind_chill_fourier_cos_2,2,0.10354288522309286,0.9016379070198998,False,0,1
wind_chill_fourier_cos_2,3,0.09779803806902589,0.9612649389047357,False,0,1
wind_chill_fourier_cos_2,4,0.10844771619192614,0.9796163400629441,False,0,1
wind_chill_fourier_cos_2,5,0.12761601470759512,0.9861912986822015,False,0,1
wind_chill_fourier_sin_3,1,5.525739039323829e-05,0.9940690392841899,False,0,1
wind_chill_fourier_sin_3,2,0.00013712609161743865,0.9998628833106634,False,0,1
wind_chill_fourier_sin_3,3,0.00043123800142877357,0.9999876283891704,False,0,1
wind_chill_fourier_sin_3,4,0.00020210958803649267,0.9999999183161158,False,0,1
wind_chill_fourier_sin_3,5,0.0003109482092403931,0.999999994931893,False,0,1
wind_chill_fourier_cos_3,1,7.7251342130464e-06,0.9977823840901805,False,0,1
wind_chill_fourier_cos_3,2,0.0001371260999868827,0.9998628833019161,False,0,1
wind_chill_fourier_cos_3,3,0.00043123799998643226,0.9999876283892819,False,0,1
wind_chill_fourier_cos_3,4,0.00020210959195906224,0.9999999183161127,False,0,1
wind_chill_fourier_cos_3,5,0.00031094820830942057,0.999999994931893,False,0,1
ta_lag_1h,1,9.973763484093924,0.0015905619232017942,True,0,1
ta_lag_1h,2,136.58685091852092,1.3772698191245591e-59,True,0,1
ta_lag_1h,3,110.75648315547663,4.837683707337576e-71,True,0,1
ta_lag_1h,4,95.04905509126407,3.9554581255977466e-80,True,0,1
ta_lag_1h,5,80.88874028247619,3.155501522854811e-84,True,0,1
ta_lag_2h,1,20.973383384906516,4.689155865234364e-06,True,0,1
ta_lag_2h,2,33.7443058866669,2.3615874885587845e-15,True,0,1
ta_lag_2h,3,47.291316642304395,1.9761003816679484e-30,True,0,1
ta_lag_2h,4,57.97374440722363,1.0904591500152726e-48,True,0,1
ta_lag_2h,5,65.66888802131626,3.57073815031425e-68,True,0,1
ta_lag_3h,1,26.257272841871835,3.020029435218621e-07,True,0,1
ta_lag_3h,2,19.850952288079768,2.4468114839173306e-09,True,0,1
ta_lag_3h,3,32.11994073482042,1.0721627358734656e-20,True,0,1
ta_lag_3h,4,59.22851261110012,9.359462787442688e-50,True,0,1
ta_lag_3h,5,79.66121167184446,6.1998316977611404e-83,True,0,1
ta_diff_24h,1,7.313435567717112,0.00685071623455254,True,0,1
ta_diff_24h,2,6.50979032364873,0.0014924021140952381,True,0,1
ta_diff_24h,3,6.4532423801824805,0.0002314662691465888,True,0,1
ta_diff_24h,4,7.6233575833214875,3.928794090928987e-06,True,0,1
ta_diff_24h,5,9.05519321348916,1.3080727521433693e-08,True,0,1
ta_diff_12h,1,14.798806544611923,0.00012003532204283012,True,0,1
ta_diff_12h,2,19.22469762371268,4.570655824729539e-09,True,0,1
ta_diff_12h,3,15.829940600624255,2.819857936274155e-10,True,0,1
ta_diff_12h,4,15.410090271716763,1.3794779621931313e-12,True,0,1
ta_diff_12h,5,16.45225693856479,3.0863799758666213e-16,True,0,1
ta_diff_6h,1,6.301157554888675,0.012074859176612952,True,0,1
ta_diff_6h,2,505.78154911651365,2.8435124396886287e-214,True,0,1
ta_diff_6h,3,369.38259331236605,1.2317153211936609e-232,True,0,1
ta_diff_6h,4,265.5995362191989,5.435280511849743e-222,True,0,1
ta_diff_6h,5,193.13934963741514,5.655957694039192e-201,True,0,1
temp_category20,1,0.09040572671364434,0.7636655594426422,False,0,1
temp_category20,2,0.08585203824265182,0.9177303964020734,False,0,1
temp_category20,3,2.1159714888007057,0.09589802884080834,False,0,1
temp_category20,4,1.834633042482946,0.11909609043357221,False,0,1
temp_category20,5,1.474583099277384,0.1944116410078795,False,0,1
daily_temp_range,1,1.9584206868272986,0.1617000346285253,False,0,1
daily_temp_range,2,6.820078550224026,0.0010945371645893396,True,0,1
daily_temp_range,3,5.139567902715096,0.0014961108747940839,True,0,1
daily_temp_range,4,4.0402676981081855,0.002818654629936512,True,0,1
daily_temp_range,5,3.779230648326291,0.0020170414059165133,True,0,1
daily_temp_range_diff,1,0.827220260367446,0.3630900848346169,False,0,1
daily_temp_range_diff,2,3.3332971659951096,0.0356979497715431,True,0,1
daily_temp_range_diff,3,2.3505067908913877,0.07031168821420153,False,0,1
daily_temp_range_diff,4,1.6660084192219478,0.15479681988089264,False,0,1
daily_temp_range_diff,5,1.5480471937995592,0.17120743915316397,False,0,1
is_peak_morning_27,1,603.1976194212624,5.504698079334806e-131,True,0,1
is_peak_morning_27,2,291.9258227101658,1.9318273891728103e-125,True,0,1
is_peak_morning_27,3,160.1932848535793,1.9401773856417717e-102,True,0,1
is_peak_morning_27,4,85.43384466125156,5.432508950526654e-72,True,0,1
is_peak_morning_27,5,40.08681024935603,3.9862520031761507e-41,True,0,1
is_peak_morning_710,1,330.97925601903296,2.7812404572036167e-73,True,0,1
is_peak_morning_710,2,299.9157291083238,8.500425602788381e-129,True,0,1
is_peak_morning_710,3,150.46059446381284,2.821953035209759e-96,True,0,1
is_peak_morning_710,4,87.31816026700022,1.3779083808323784e-73,True,0,1
is_peak_morning_710,5,96.45301490630963,1.3462941588137142e-100,True,0,1
season,1,0.4679134302350402,0.4939577079103089,False,1,1
season,2,0.5407943900136959,0.5822952314909645,False,1,1
season,3,0.4210868073850743,0.7378774451671138,False,1,1
season,4,0.49073715440731264,0.7425733281695727,False,1,1
season,5,0.5603862202780148,0.7304873405034253,False,1,1
is_holiday,1,0.18129609802723112,0.6702669844750081,False,0,1
is_holiday,2,5.9157664480393555,0.002701984392077711,True,0,1
is_holiday,3,6.54321596104577,0.00020355029782044348,True,0,1
is_holiday,4,4.490099403162204,0.001260918666467908,True,0,1
is_holiday,5,4.017036299167823,0.001209668095033696,True,0,1
ta_humidity_interaction,1,0.10197338415204718,0.7494780343443048,False,0,1
ta_humidity_interaction,2,56.358509015084124,4.0017487327447417e-25,True,0,1
ta_humidity_interaction,3,43.38325862620694,6.364047162005903e-28,True,0,1
ta_humidity_interaction,4,33.65370793104154,5.149591937146085e-28,True,0,1
ta_humidity_interaction,5,32.17126713930378,9.262117058017378e-33,True,0,1
wind_temp_interaction,1,3.8079452352305996,0.05102591015502725,False,0,1
wind_temp_interaction,2,22.616897210302874,1.5497832692566354e-10,True,0,1
wind_temp_interaction,3,32.45754654825958,6.51248011723586e-21,True,0,1
wind_temp_interaction,4,33.27751548687751,1.074673470829319e-27,True,0,1
wind_temp_interaction,5,30.18333229637616,1.1624488399063911e-30,True,0,1
rain_season_interaction,1,1.664592207820219,0.19700146587933956,False,0,1
rain_season_interaction,2,0.8221111670374112,0.43951977316647195,False,0,1
rain_season_interaction,3,0.518715541416333,0.6693792855410798,False,0,1
rain_season_interaction,4,0.4712570981383318,0.7568936032332865,False,0,1
rain_season_interaction,5,0.47564880667534226,0.7947032733260353,False,0,1
