tm,branch_id,ta,wd,ws,rn_day,rn_hr1,hm,si,ta_chi,heat_demand
2021-03-22 13:00:00,A,10.4,138.3,2.9,0.0,0.0,34.3,3.21,10.4,130
2021-03-22 14:00:00,A,10.5,170.9,3.4,0.0,0.0,34.2,3.1,10.5,120
2021-03-22 15:00:00,A,9.9,170.0,3.4,0.0,0.0,37.0,2.81,10.6,111
2021-03-22 16:00:00,A,10.3,152.7,3.0,0.0,0.0,35.9,2.11,10.6,113
2021-03-22 17:00:00,A,9.9,144.8,2.7,0.0,0.0,24.4,1.53,10.4,128
2021-03-22 18:00:00,A,8.8,167.9,2.9,0.0,0.0,30.2,0.71,7.7,139
2021-03-22 19:00:00,A,7.3,151.5,2.3,0.0,0.0,43.4,0.12,6.7,166
2021-03-22 20:00:00,A,6.4,169.9,2.8,0.0,0.0,57.0,-99.0,5.5,187
2021-03-22 21:00:00,A,5.6,163.5,1.6,0.0,0.0,66.2,-99.0,6.3,195
2021-03-22 22:00:00,A,4.7,142.0,0.8,0.0,0.0,70.9,-99.0,5.8,176
2021-03-22 23:00:00,A,4.5,171.1,1.5,0.0,0.0,79.0,-99.0,5.3,170
2021-03-23 00:00:00,A,4.1,169.7,1.2,0.0,0.0,82.0,-99.0,3.8,172
2021-03-23 01:00:00,A,3.9,173.5,1.1,0.0,0.0,80.4,-99.0,4.7,154
2021-03-23 02:00:00,A,3.8,163.6,0.9,0.0,0.0,78.7,-99.0,4.3,130
2021-03-23 03:00:00,A,3.4,139.2,0.5,0.0,0.0,84.8,-99.0,3.9,123
2021-03-23 04:00:00,A,3.1,151.7,1.0,0.0,0.0,84.3,-99.0,3.5,126
2021-03-23 05:00:00,A,2.8,116.2,1.0,0.0,0.0,84.2,-99.0,3.1,155
2021-03-23 06:00:00,A,2.5,128.1,1.5,0.0,0.0,89.1,-99.0,3.2,178
2021-03-23 07:00:00,A,2.9,114.2,0.9,0.0,0.0,81.8,0.02,3.3,189
2021-03-23 08:00:00,A,4.6,77.6,2.2,0.0,0.0,73.8,0.35,3.6,198
2021-03-23 09:00:00,A,6.9,130.7,1.9,0.0,0.0,66.0,0.97,6.0,177
2021-03-23 10:00:00,A,8.6,142.5,2.0,0.0,0.0,58.3,1.7,8.1,142
2021-03-23 11:00:00,A,11.9,149.2,1.6,0.0,0.0,54.5,2.32,11.0,111
2021-03-23 12:00:00,A,13.3,172.1,2.3,0.0,0.0,49.8,2.77,13.0,96
2021-03-23 13:00:00,A,14.6,169.3,2.8,0.0,0.0,40.5,2.96,14.7,103
2021-03-23 14:00:00,A,15.6,157.2,3.0,0.0,0.0,33.8,2.95,15.4,103
2021-03-23 15:00:00,A,15.3,164.5,3.0,0.0,0.0,35.8,2.58,15.1,94
2021-03-23 16:00:00,A,14.7,165.8,2.9,0.0,0.0,33.4,2.09,14.9,95
2021-03-23 17:00:00,A,14.4,159.6,2.2,0.0,0.0,33.0,1.44,14.3,98
2021-03-23 18:00:00,A,11.8,176.8,2.7,0.0,0.0,49.9,0.62,12.5,106
2021-03-23 19:00:00,A,10.1,175.6,2.1,0.0,0.0,55.1,0.12,11.2,132
2021-03-23 20:00:00,A,9.2,161.3,1.6,0.0,0.0,56.2,-99.0,10.2,156
2021-03-23 21:00:00,A,8.5,159.9,0.7,0.0,0.0,57.2,-99.0,9.8,170
2021-03-23 22:00:00,A,8.7,170.8,2.0,0.0,0.0,53.4,-99.0,9.6,171
2021-03-23 23:00:00,A,8.4,163.3,1.2,0.0,0.0,55.6,-99.0,8.7,167
2021-03-24 00:00:00,A,7.7,149.9,0.8,0.0,0.0,64.3,-99.0,8.5,173
2021-03-24 01:00:00,A,7.3,155.0,1.2,0.0,0.0,64.9,-99.0,7.9,125
2021-03-24 02:00:00,A,7.2,139.0,0.7,0.0,0.0,66.3,-99.0,8.2,118
2021-03-24 03:00:00,A,7.1,170.9,1.6,0.0,0.0,67.8,-99.0,6.9,115
2021-03-24 04:00:00,A,6.5,119.3,1.1,0.0,0.0,68.2,-99.0,7.7,123
2021-03-24 05:00:00,A,6.6,115.0,1.1,0.0,0.0,68.9,-99.0,7.1,144
2021-03-24 06:00:00,A,6.4,107.1,1.5,0.0,0.0,71.2,-99.0,6.8,152
2021-03-24 07:00:00,A,6.7,120.8,1.0,0.0,0.0,71.9,0.02,7.0,164
2021-03-24 08:00:00,A,7.7,162.7,1.1,0.0,0.0,64.9,0.25,7.8,171
2021-03-24 09:00:00,A,9.1,157.8,1.8,0.0,0.0,54.7,0.45,9.2,150
2021-03-24 10:00:00,A,10.1,156.0,2.2,0.0,0.0,47.9,1.05,10.5,120
2021-03-24 11:00:00,A,12.0,173.5,3.1,0.0,0.0,45.3,1.76,12.0,113
2021-03-24 12:00:00,A,12.9,163.1,1.8,0.0,0.0,41.5,2.86,13.7,105
2021-03-24 13:00:00,A,14.7,162.8,2.2,0.0,0.0,35.9,3.03,14.8,100
2021-03-24 14:00:00,A,15.5,176.9,2.9,0.0,0.0,37.2,2.93,15.8,96
2021-03-24 15:00:00,A,16.0,167.8,2.2,0.0,0.0,35.8,2.63,16.3,93
2021-03-24 16:00:00,A,16.9,149.2,2.3,0.0,0.0,35.3,2.16,16.3,87
2021-03-24 17:00:00,A,14.5,292.1,3.0,0.0,0.0,44.0,1.52,15.3,81
2021-03-24 18:00:00,A,12.8,131.7,2.9,0.0,0.0,53.2,0.76,13.7,91
2021-03-24 19:00:00,A,11.0,161.5,1.6,0.0,0.0,59.0,0.11,11.8,121
2021-03-24 20:00:00,A,9.9,107.3,1.5,0.0,0.0,68.7,-99.0,10.9,145
2021-03-24 21:00:00,A,9.3,141.0,0.8,0.0,0.0,71.0,-99.0,10.6,140
2021-03-24 22:00:00,A,8.6,69.5,0.7,0.0,0.0,74.9,-99.0,10.1,147
2021-03-24 23:00:00,A,8.5,95.5,0.6,0.0,0.0,75.1,-99.0,9.3,145
2021-03-25 00:00:00,A,7.9,91.3,0.3,0.0,0.0,79.0,-99.0,9.3,126
2021-03-25 01:00:00,A,8.9,176.1,0.7,0.0,0.0,79.2,-99.0,9.0,121
2021-03-25 02:00:00,A,8.8,167.2,0.8,0.0,0.0,80.5,-99.0,8.7,112
2021-03-25 03:00:00,A,8.2,78.1,0.5,0.0,0.0,84.6,-99.0,8.6,105
2021-03-25 04:00:00,A,8.4,88.4,0.5,0.0,0.0,83.6,-99.0,8.8,100
2021-03-25 05:00:00,A,8.5,360.0,0.0,0.0,0.0,83.3,-99.0,8.9,109
2021-03-25 06:00:00,A,8.1,68.3,0.3,0.0,0.0,85.1,-99.0,8.6,132
2021-03-25 07:00:00,A,7.9,101.1,0.6,0.0,0.0,86.9,0.02,8.2,142
2021-03-25 08:00:00,A,9.2,106.6,0.2,0.0,0.0,78.2,0.31,9.1,157
2021-03-25 09:00:00,A,11.6,114.5,1.1,0.0,0.0,68.4,0.74,10.9,139
2021-03-25 10:00:00,A,13.1,167.5,1.3,0.0,0.0,58.7,1.8,12.8,114
2021-03-25 11:00:00,A,14.5,121.0,1.4,0.0,0.0,57.0,2.34,14.6,86
2021-03-25 12:00:00,A,15.5,118.7,1.8,0.0,0.0,50.7,2.81,15.9,82
2021-03-25 13:00:00,A,17.3,273.3,1.9,0.0,0.0,44.3,2.98,17.2,84
2021-03-25 14:00:00,A,17.9,293.6,2.3,0.0,0.0,42.4,2.89,18.3,81
2021-03-25 15:00:00,A,17.7,147.4,2.3,0.0,0.0,38.5,2.64,18.1,78
2021-03-25 16:00:00,A,17.4,248.4,2.4,0.0,0.0,41.1,2.11,17.6,87
2021-03-25 17:00:00,A,16.4,156.2,2.1,0.0,0.0,43.4,1.45,17.0,85
2021-03-25 18:00:00,A,14.1,137.7,2.2,0.0,0.0,57.5,0.66,14.8,87
2021-03-25 19:00:00,A,11.6,151.3,0.9,0.0,0.0,64.3,0.11,12.7,104
2021-03-25 20:00:00,A,10.7,137.1,1.3,0.0,0.0,66.8,-99.0,11.2,123
2021-03-25 21:00:00,A,8.3,32.9,1.2,0.0,0.0,80.7,-99.0,9.4,141
2021-03-25 22:00:00,A,7.0,290.9,1.2,0.0,0.0,87.1,-99.0,8.1,146
2021-03-25 23:00:00,A,5.5,299.9,0.8,0.0,0.0,92.4,-99.0,7.3,150
2021-03-26 00:00:00,A,5.3,316.4,0.9,0.0,0.0,92.6,-99.0,6.9,162
2021-03-26 01:00:00,A,4.8,349.7,0.7,0.0,0.0,94.6,-99.0,6.5,126
2021-03-26 02:00:00,A,4.3,345.5,0.3,0.0,0.0,95.5,-99.0,6.4,116
2021-03-26 03:00:00,A,4.0,342.1,0.6,0.0,0.0,96.2,-99.0,6.1,113
2021-03-26 04:00:00,A,4.2,8.2,0.3,0.0,0.0,96.4,-99.0,5.9,109
2021-03-26 05:00:00,A,4.3,86.1,0.2,0.0,0.0,96.4,-99.0,5.8,125
2021-03-26 06:00:00,A,3.7,0.4,0.1,0.0,0.0,96.8,-99.0,5.6,157
2021-03-26 07:00:00,A,4.2,27.2,0.2,0.0,0.0,97.1,0.03,5.7,168
2021-03-26 08:00:00,A,5.4,360.0,0.0,0.0,0.0,96.3,0.39,6.3,166
2021-03-26 09:00:00,A,9.2,132.9,0.8,0.0,0.0,76.1,1.09,8.4,132
2021-03-26 10:00:00,A,11.4,151.4,1.3,0.0,0.0,62.0,1.58,10.9,120
2021-03-26 11:00:00,A,14.3,153.3,1.8,0.0,0.0,47.0,2.27,13.9,113
2021-03-26 12:00:00,A,15.6,167.0,1.1,0.0,0.0,42.0,2.03,15.3,86
2021-03-26 13:00:00,A,16.3,146.1,1.8,0.0,0.0,36.8,1.98,16.9,69
2021-03-26 14:00:00,A,18.1,171.5,1.3,0.0,0.0,34.9,2.44,18.7,67
2021-03-26 15:00:00,A,19.4,151.4,1.6,0.0,0.0,26.3,2.0,19.9,68
2021-03-26 16:00:00,A,19.5,175.8,1.7,0.0,0.0,26.2,1.83,20.2,70
2021-03-26 17:00:00,A,18.8,92.8,0.4,0.0,0.0,21.1,0.69,19.5,66
2021-03-26 18:00:00,A,18.4,295.3,1.3,0.0,0.0,21.7,0.55,18.8,78
2021-03-26 19:00:00,A,15.0,103.8,0.6,0.0,0.0,39.3,0.1,16.8,110
2021-03-26 20:00:00,A,14.2,69.8,0.7,0.0,0.0,37.1,-99.0,15.5,115
2021-03-26 21:00:00,A,13.7,360.0,0.0,0.0,0.0,34.1,-99.0,14.5,120
2021-03-26 22:00:00,A,13.1,67.4,0.7,0.0,0.0,40.6,-99.0,13.6,121
2021-03-26 23:00:00,A,13.8,125.0,1.1,0.0,0.0,40.3,-99.0,13.0,120
2021-03-27 00:00:00,A,13.5,159.2,0.9,0.0,0.0,43.0,-99.0,12.5,108
2021-03-27 01:00:00,A,13.4,118.0,0.8,0.0,0.0,39.6,-99.0,12.0,103
2021-03-27 02:00:00,A,13.0,162.0,0.6,0.0,0.0,33.5,-99.0,11.8,97
2021-03-27 03:00:00,A,12.7,158.4,0.4,0.0,0.0,34.8,-99.0,11.4,91
2021-03-27 04:00:00,A,12.4,360.0,0.0,0.0,0.0,35.8,-99.0,11.2,92
2021-03-27 05:00:00,A,11.9,83.4,0.8,0.0,0.0,41.5,-99.0,10.6,93
2021-03-27 06:00:00,A,11.5,68.9,2.0,0.0,0.0,42.9,-99.0,10.3,98
2021-03-27 07:00:00,A,11.1,86.5,1.1,0.0,0.0,45.0,0.02,10.5,95
2021-03-27 08:00:00,A,12.5,104.5,1.9,0.0,0.0,39.7,0.24,11.7,91
2021-03-27 09:00:00,A,13.7,115.8,1.8,0.0,0.0,38.3,0.48,13.1,97
2021-03-27 10:00:00,A,13.5,145.7,1.2,0.0,0.0,39.5,0.29,13.8,90
2021-03-27 11:00:00,A,14.5,116.8,1.3,0.0,0.0,38.4,0.31,14.5,83
2021-03-27 12:00:00,A,14.5,86.9,2.3,0.0,0.0,38.6,0.81,15.1,86
2021-03-27 13:00:00,A,10.7,150.4,1.3,1.0,1.0,79.2,0.31,12.7,89
2021-03-27 14:00:00,A,10.9,100.5,2.8,1.5,0.5,79.7,0.29,12.3,100
2021-03-27 15:00:00,A,10.1,83.1,3.2,4.0,2.5,88.0,0.37,11.6,103
2021-03-27 16:00:00,A,10.2,101.4,2.3,7.0,3.0,91.6,0.33,11.4,101
2021-03-27 17:00:00,A,10.3,110.0,2.8,9.0,2.0,93.0,0.2,11.4,103
2021-03-27 18:00:00,A,10.3,101.7,3.1,14.0,5.0,95.1,0.06,11.4,113
2021-03-27 19:00:00,A,10.6,118.0,1.9,16.5,2.5,95.9,0.01,11.7,132
2021-03-27 20:00:00,A,11.0,92.9,2.8,17.5,1.0,96.1,-99.0,11.9,150
2021-03-27 21:00:00,A,11.4,121.5,1.7,18.0,0.5,96.3,-99.0,12.2,151
2021-03-27 22:00:00,A,11.8,130.7,1.5,20.0,2.0,96.2,-99.0,12.4,145
2021-03-27 23:00:00,A,11.9,125.8,1.5,21.5,1.5,96.3,-99.0,12.7,143
2021-03-28 00:00:00,A,12.2,125.3,1.5,24.0,2.5,96.8,-99.0,12.8,126
2021-03-28 01:00:00,A,12.7,128.7,1.4,2.0,2.0,96.8,-99.0,13.0,123
2021-03-28 02:00:00,A,12.0,169.9,1.7,2.5,0.5,96.7,-99.0,12.6,113
2021-03-28 03:00:00,A,11.0,172.2,3.3,3.0,0.5,96.6,-99.0,11.8,105
2021-03-28 04:00:00,A,9.7,175.6,4.3,3.5,0.5,96.7,-99.0,10.5,105
2021-03-28 05:00:00,A,8.2,174.3,3.2,4.0,0.5,96.5,-99.0,7.1,112
2021-03-28 06:00:00,A,7.6,169.7,2.4,4.5,0.5,97.5,-99.0,6.2,117
2021-03-28 07:00:00,A,7.2,168.2,2.3,5.0,0.5,97.8,0.0,5.9,119
2021-03-28 08:00:00,A,7.1,169.9,2.1,7.0,2.0,97.6,0.03,6.3,114
2021-03-28 09:00:00,A,7.2,176.9,2.1,7.5,0.5,97.2,0.08,7.9,106
2021-03-28 10:00:00,A,7.6,169.7,1.1,7.5,0.0,97.7,0.14,8.1,108
2021-03-28 11:00:00,A,7.9,173.4,1.3,7.5,0.0,97.9,0.18,7.8,109
2021-03-28 12:00:00,A,8.1,166.6,1.6,7.5,0.0,98.1,0.28,8.8,115
2021-03-28 13:00:00,A,8.6,174.3,1.7,7.5,0.0,97.9,0.46,8.0,116
2021-03-28 14:00:00,A,8.5,178.1,2.6,7.5,0.0,96.2,0.37,7.7,115
2021-03-28 15:00:00,A,8.4,171.5,2.4,7.5,0.0,93.5,0.35,8.6,112
2021-03-28 16:00:00,A,8.5,165.1,2.2,7.5,0.0,89.0,0.23,8.7,108
2021-03-28 17:00:00,A,8.6,164.2,1.8,7.5,0.0,88.3,0.13,8.0,107
2021-03-28 18:00:00,A,8.4,168.5,1.4,7.5,0.0,88.6,0.08,9.0,113
2021-03-28 19:00:00,A,8.3,173.6,1.5,7.5,0.0,89.4,0.02,8.7,120
2021-03-28 20:00:00,A,8.5,172.2,1.2,7.5,0.0,90.1,-99.0,9.2,141
2021-03-28 21:00:00,A,8.8,172.8,1.5,7.5,0.0,89.9,-99.0,8.7,151
2021-03-28 22:00:00,A,8.8,169.4,1.1,7.5,0.0,92.3,-99.0,9.1,138
2021-03-28 23:00:00,A,8.2,173.7,1.6,8.0,0.5,95.6,-99.0,8.1,127
2021-03-29 00:00:00,A,8.2,172.8,2.3,8.0,0.0,96.7,-99.0,7.5,124
2021-03-29 01:00:00,A,8.5,171.4,2.5,0.0,0.0,97.4,-99.0,7.5,100
2021-03-29 02:00:00,A,8.2,147.5,2.2,0.0,0.0,97.1,-99.0,8.9,94
2021-03-29 03:00:00,A,7.9,154.9,2.4,0.0,0.0,96.5,-99.0,8.6,92
2021-03-29 04:00:00,A,7.5,155.3,1.2,0.0,0.0,95.9,-99.0,7.7,96
2021-03-29 05:00:00,A,7.7,148.4,0.9,0.0,0.0,95.5,-99.0,8.4,113
2021-03-29 06:00:00,A,7.8,161.1,1.1,0.0,0.0,95.3,-99.0,8.5,123
2021-03-29 07:00:00,A,7.9,147.3,1.3,0.0,0.0,92.6,0.02,8.5,147
2021-03-29 08:00:00,A,8.3,148.4,0.9,-99.0,-99.0,89.6,0.34,8.9,145
2021-03-29 09:00:00,A,9.7,144.6,1.3,-99.0,-99.0,77.8,0.98,10.0,126
2021-03-29 10:00:00,A,11.1,107.2,2.7,-99.0,-99.0,53.7,1.83,11.5,103
2021-03-29 11:00:00,A,13.1,133.0,2.7,-99.0,-99.0,39.7,2.58,12.8,97
2021-03-29 12:00:00,A,14.3,121.7,2.8,-99.0,-99.0,33.3,2.95,13.9,84
2021-03-29 13:00:00,A,13.6,145.8,3.4,-99.0,-99.0,30.8,2.43,14.2,81
2021-03-29 14:00:00,A,14.2,155.1,3.6,-99.0,-99.0,29.5,2.61,14.3,80
2021-03-29 15:00:00,A,13.2,124.9,3.2,-99.0,-99.0,33.0,1.41,13.4,70
2021-03-29 16:00:00,A,13.9,152.6,2.5,-99.0,-99.0,31.0,1.71,13.6,70
2021-03-29 17:00:00,A,12.1,159.2,2.9,-99.0,-99.0,35.1,0.75,12.7,70
2021-03-29 18:00:00,A,11.3,151.9,2.6,-99.0,-99.0,36.5,0.49,12.0,81
2021-03-29 19:00:00,A,9.9,148.0,1.4,-99.0,-99.0,40.2,0.14,10.9,107
2021-03-29 20:00:00,A,9.4,152.6,1.7,-99.0,-99.0,43.7,-99.0,10.2,112
2021-03-29 21:00:00,A,9.0,138.6,1.6,-99.0,-99.0,47.9,-99.0,9.5,121
2021-03-29 22:00:00,A,8.3,143.5,2.0,-99.0,-99.0,50.0,-99.0,8.9,125
2021-03-29 23:00:00,A,6.4,83.5,0.8,-99.0,-99.0,61.6,-99.0,8.2,123
2021-03-30 00:00:00,A,5.5,138.8,0.5,-99.0,-99.0,70.3,-99.0,7.4,120
2021-03-30 01:00:00,A,4.9,178.0,0.1,0.0,0.0,76.3,-99.0,6.7,113
2021-03-30 02:00:00,A,4.6,81.4,0.3,0.0,0.0,78.5,-99.0,5.9,99
2021-03-30 03:00:00,A,4.3,360.0,0.0,0.0,0.0,81.8,-99.0,5.3,92
2021-03-30 04:00:00,A,4.1,79.8,0.8,0.0,0.0,84.7,-99.0,4.8,98
2021-03-30 05:00:00,A,4.1,92.8,0.3,0.0,0.0,77.9,-99.0,4.4,125
2021-03-30 06:00:00,A,3.8,75.0,0.3,0.0,0.0,76.2,-99.0,4.1,126
2021-03-30 07:00:00,A,4.6,116.0,0.3,0.0,0.0,70.9,0.04,4.4,145
2021-03-30 08:00:00,A,6.6,165.1,0.5,0.0,0.0,66.6,0.49,6.2,151
2021-03-30 09:00:00,A,9.2,100.2,0.4,0.0,0.0,39.4,1.35,9.0,133
2021-03-30 10:00:00,A,12.2,159.2,1.1,0.0,0.0,32.1,2.12,11.4,104
2021-03-30 11:00:00,A,13.6,157.1,1.5,0.0,0.0,26.1,2.77,13.2,85
2021-03-30 12:00:00,A,14.6,120.4,2.6,0.0,0.0,23.8,3.19,14.9,77
2021-03-30 13:00:00,A,16.4,126.1,2.6,0.0,0.0,15.4,3.35,16.2,67
2021-03-30 14:00:00,A,18.1,137.7,2.5,0.0,0.0,19.0,3.28,17.1,71
2021-03-30 15:00:00,A,17.7,146.4,2.8,0.0,0.0,19.9,2.92,17.6,68
2021-03-30 16:00:00,A,17.9,139.4,2.5,0.0,0.0,20.3,2.36,18.1,68
2021-03-30 17:00:00,A,16.8,128.9,2.6,0.0,0.0,21.9,1.66,17.5,63
2021-03-30 18:00:00,A,14.9,133.7,2.7,0.0,0.0,31.8,0.82,15.9,69
2021-03-30 19:00:00,A,12.5,131.5,2.3,0.0,0.0,30.0,0.18,13.6,102
2021-03-30 20:00:00,A,10.2,104.5,1.2,0.0,0.0,32.0,-99.0,11.9,115
2021-03-30 21:00:00,A,9.8,116.1,0.9,0.0,0.0,34.7,-99.0,11.1,122
2021-03-30 22:00:00,A,9.0,94.5,0.9,0.0,0.0,36.0,-99.0,10.1,127
2021-03-30 23:00:00,A,7.9,81.7,0.7,0.0,0.0,42.4,-99.0,9.5,128
2021-03-31 00:00:00,A,8.3,132.4,0.3,0.0,0.0,37.2,-99.0,8.9,125
2021-03-31 01:00:00,A,8.2,70.4,1.4,0.0,0.0,44.3,-99.0,8.3,108
2021-03-31 02:00:00,A,7.0,71.5,0.7,0.0,0.0,50.6,-99.0,7.7,104
2021-03-31 03:00:00,A,7.6,69.1,0.5,0.0,0.0,43.5,-99.0,7.3,102
2021-03-31 04:00:00,A,7.6,360.0,0.0,0.0,0.0,43.2,-99.0,6.8,101
2021-03-31 05:00:00,A,7.2,88.5,0.9,0.0,0.0,51.7,-99.0,6.3,109
2021-03-31 06:00:00,A,6.9,81.2,2.0,0.0,0.0,53.4,-99.0,5.9,133
2021-03-31 07:00:00,A,6.3,77.2,0.4,0.0,0.0,56.9,0.08,5.8,143
2021-03-31 08:00:00,A,9.0,127.4,0.6,0.0,0.0,50.6,0.63,8.2,131
2021-03-31 09:00:00,A,12.4,77.4,1.1,0.0,0.0,39.5,1.41,11.3,117
2021-03-31 10:00:00,A,14.5,110.4,0.8,0.0,0.0,31.6,2.01,14.1,113
2021-03-31 11:00:00,A,16.1,160.6,1.7,0.0,0.0,28.0,2.23,15.9,104
2021-03-31 12:00:00,A,18.2,129.7,1.8,0.0,0.0,25.0,2.97,18.0,76
2021-03-31 13:00:00,A,20.5,161.9,1.3,0.0,0.0,20.2,3.32,19.9,66
2021-03-31 14:00:00,A,21.1,153.5,1.6,0.0,0.0,17.8,3.23,21.0,70
2021-03-31 15:00:00,A,21.4,117.2,1.8,0.0,0.0,17.1,2.79,21.9,69
2021-03-31 16:00:00,A,21.9,155.6,2.2,0.0,0.0,17.3,2.23,22.1,69
2021-03-31 17:00:00,A,20.9,141.3,2.0,0.0,0.0,16.4,1.53,22.0,68
2021-03-31 18:00:00,A,19.9,241.4,1.9,0.0,0.0,16.9,0.74,20.9,75
2021-03-31 19:00:00,A,16.9,137.3,1.6,0.0,0.0,32.3,0.12,18.5,95
2021-03-31 20:00:00,A,14.9,87.8,1.1,0.0,0.0,37.8,-99.0,17.2,107
2021-03-31 21:00:00,A,15.0,86.5,1.7,0.0,0.0,37.7,-99.0,16.2,118
2021-03-31 22:00:00,A,14.8,85.0,2.3,0.0,0.0,43.0,-99.0,15.3,115
2021-03-31 23:00:00,A,12.9,108.3,1.0,0.0,0.0,50.4,-99.0,14.2,106
2021-04-01 00:00:00,A,13.6,68.0,2.2,0.0,0.0,40.4,-99.0,13.4,103
2021-04-01 01:00:00,A,13.4,78.6,1.4,0.0,0.0,42.7,-99.0,12.7,91
2021-04-01 02:00:00,A,14.3,77.4,1.6,0.0,0.0,36.9,-99.0,12.3,85
2021-04-01 03:00:00,A,15.0,91.9,2.5,0.0,0.0,31.7,-99.0,12.7,80
2021-04-01 04:00:00,A,14.5,111.4,1.8,0.0,0.0,33.9,-99.0,12.5,84
2021-04-01 05:00:00,A,14.1,118.7,1.3,0.0,0.0,34.1,-99.0,12.2,87
2021-04-01 06:00:00,A,13.5,113.4,1.9,0.0,0.0,36.5,-99.0,11.6,87
2021-04-01 07:00:00,A,13.3,118.3,2.1,0.0,0.0,37.8,0.07,11.4,96
2021-04-01 08:00:00,A,14.2,135.8,2.0,0.0,0.0,35.7,0.56,14.1,98
2021-04-01 09:00:00,A,15.8,109.8,2.3,0.0,0.0,30.6,1.39,16.6,83
2021-04-01 10:00:00,A,18.0,135.8,2.1,0.0,0.0,24.8,1.99,18.4,72
2021-04-01 11:00:00,A,19.7,130.6,2.3,0.0,0.0,18.6,2.66,19.9,64
2021-04-01 12:00:00,A,21.1,159.7,3.6,0.0,0.0,16.6,2.94,21.2,59
2021-04-01 13:00:00,A,22.4,120.7,2.9,0.0,0.0,13.9,2.74,22.2,55
2021-04-01 14:00:00,A,22.6,131.4,2.8,0.0,0.0,13.1,2.87,22.9,58
2021-04-01 15:00:00,A,23.1,152.2,2.6,0.0,0.0,13.1,1.68,23.1,66
2021-04-01 16:00:00,A,24.1,147.9,2.3,0.0,0.0,14.4,1.81,23.5,68
2021-04-01 17:00:00,A,22.4,162.9,3.1,0.0,0.0,16.4,1.26,23.2,68
2021-04-01 18:00:00,A,21.4,156.2,3.4,0.0,0.0,18.6,0.79,22.3,70
2021-04-01 19:00:00,A,20.0,154.4,3.2,0.0,0.0,20.4,0.15,20.8,76
2021-04-01 20:00:00,A,18.9,155.1,2.4,0.0,0.0,21.2,-99.0,19.4,84
2021-04-01 21:00:00,A,17.8,138.9,1.6,0.0,0.0,25.4,-99.0,18.4,90
2021-04-01 22:00:00,A,15.8,129.6,1.5,0.0,0.0,34.9,-99.0,17.0,99
2021-04-01 23:00:00,A,14.9,120.9,1.8,0.0,0.0,35.2,-99.0,15.8,101
2021-04-02 00:00:00,A,14.3,118.5,3.2,0.0,0.0,35.3,-99.0,15.1,108
2021-04-02 01:00:00,A,13.9,119.6,2.3,0.0,0.0,33.8,-99.0,14.6,91
2021-04-02 02:00:00,A,13.3,140.4,1.9,0.0,0.0,34.1,-99.0,14.2,84
2021-04-02 03:00:00,A,12.7,125.1,2.1,0.0,0.0,37.1,-99.0,13.4,80
2021-04-02 04:00:00,A,12.6,130.2,3.5,0.0,0.0,39.1,-99.0,13.2,86
2021-04-02 05:00:00,A,12.6,114.6,2.7,0.0,0.0,39.7,-99.0,13.4,88
2021-04-02 06:00:00,A,12.6,111.8,2.7,0.0,0.0,38.6,-99.0,13.3,90
2021-04-02 07:00:00,A,12.9,123.5,1.2,0.0,0.0,37.6,0.06,13.5,94
2021-04-02 08:00:00,A,13.7,145.9,2.2,0.0,0.0,36.0,0.33,14.1,98
2021-04-02 09:00:00,A,15.1,146.9,2.7,0.0,0.0,32.6,1.21,15.8,93
2021-04-02 10:00:00,A,16.2,119.6,2.8,0.0,0.0,28.8,2.07,17.3,85
2021-04-02 11:00:00,A,17.6,112.6,2.7,0.0,0.0,24.7,2.3,18.9,71
2021-04-02 12:00:00,A,19.6,134.5,2.2,0.0,0.0,22.9,2.77,20.4,63
2021-04-02 13:00:00,A,20.6,135.2,1.6,0.0,0.0,21.9,1.97,21.2,64
2021-04-02 14:00:00,A,21.1,112.3,1.5,0.0,0.0,22.2,1.53,21.9,59
2021-04-02 15:00:00,A,21.6,170.1,2.5,0.0,0.0,22.3,1.64,22.5,60
2021-04-02 16:00:00,A,21.5,172.1,1.7,0.0,0.0,22.9,0.75,22.1,57
2021-04-02 17:00:00,A,21.1,158.4,0.8,0.0,0.0,23.7,0.52,21.8,60
2021-04-02 18:00:00,A,20.1,124.8,1.9,0.0,0.0,28.3,0.16,20.9,67
2021-04-02 19:00:00,A,18.0,302.7,1.2,0.0,0.0,37.4,0.06,19.8,70
2021-04-02 20:00:00,A,18.7,340.0,2.4,0.0,0.0,32.0,-99.0,19.1,83
2021-04-02 21:00:00,A,18.5,106.9,1.0,0.0,0.0,32.4,-99.0,19.0,85
2021-04-02 22:00:00,A,18.8,83.1,1.4,0.0,0.0,33.6,-99.0,18.6,86
2021-04-02 23:00:00,A,18.3,85.1,1.3,0.0,0.0,34.4,-99.0,18.3,81
2021-04-03 00:00:00,A,18.1,122.8,0.7,0.0,0.0,36.4,-99.0,17.9,88
2021-04-03 01:00:00,A,17.1,120.5,0.5,0.0,0.0,44.5,-99.0,17.5,71
2021-04-03 02:00:00,A,18.0,85.8,1.9,0.0,0.0,44.5,-99.0,17.5,64
2021-04-03 03:00:00,A,17.6,111.6,0.8,0.0,0.0,47.8,-99.0,17.6,59
2021-04-03 04:00:00,A,17.5,109.5,1.2,0.0,0.0,51.1,-99.0,17.8,64
2021-04-03 05:00:00,A,17.4,96.9,2.2,0.0,0.0,52.8,-99.0,18.1,67
