tm,branch_id,ta,wd,ws,rn_day,rn_hr1,hm,si,ta_chi,heat_demand
2021042017,A,19.4,140.9,2.0,0.0,0.0,29.1,1.44,20.0,64
2021042018,A,17.0,315.9,2.4,0.0,0.0,29.2,0.75,18.1,69
2021042019,A,14.8,142.5,1.1,0.0,0.0,32.0,0.19,16.4,69
2021042020,A,13.2,131.4,0.8,0.0,0.0,41.4,0.01,15.2,78
2021042021,A,12.4,106.7,0.4,0.0,0.0,46.6,-99.0,14.4,76
2021042022,A,12.1,74.2,0.5,0.0,0.0,49.4,-99.0,13.8,82
2021042023,A,12.0,76.3,0.2,0.0,0.0,46.0,-99.0,13.3,83
2021042100,A,11.3,74.9,0.4,0.0,0.0,57.3,-99.0,12.8,85
2021042101,A,11.1,78.3,0.2,0.0,0.0,56.5,-99.0,12.3,57
2021042102,A,11.2,135.6,0.4,0.0,0.0,55.6,-99.0,11.7,52
2021042103,A,10.5,87.8,0.4,0.0,0.0,63.7,-99.0,11.3,52
2021042104,A,9.8,87.7,0.9,0.0,0.0,59.3,-99.0,10.7,59
2021042105,A,10.7,81.8,0.8,0.0,0.0,58.6,-99.0,10.4,64
2021042106,A,11.2,85.2,1.1,0.0,0.0,55.8,0.0,9.9,67
2021042107,A,10.0,138.0,0.3,0.0,0.0,65.3,0.24,10.5,70
2021042108,A,12.9,127.3,0.1,0.0,0.0,57.7,0.85,13.0,68
2021042109,A,17.1,95.1,0.4,0.0,0.0,46.8,1.62,15.8,61
2021042110,A,20.3,149.0,0.7,0.0,0.0,35.7,2.29,19.0,54
2021042111,A,22.1,154.1,1.4,0.0,0.0,31.5,2.89,21.3,54
2021042112,A,23.6,201.3,1.2,0.0,0.0,27.7,3.26,23.1,50
2021042113,A,24.7,124.7,1.2,0.0,0.0,26.1,3.35,24.7,49
2021042114,A,26.5,261.8,1.2,0.0,0.0,21.6,3.31,26.2,45
2021042115,A,26.6,306.5,0.9,0.0,0.0,23.0,2.84,27.3,45
2021042116,A,27.7,217.9,1.3,0.0,0.0,19.2,1.95,27.8,43
2021042117,A,27.1,287.2,1.4,0.0,0.0,18.9,1.62,27.7,45
2021042118,A,24.1,300.7,1.5,0.0,0.0,30.8,0.76,25.9,68
2021042119,A,22.0,305.9,1.3,0.0,0.0,38.9,0.14,23.7,69
2021042120,A,21.0,281.4,1.2,0.0,0.0,40.9,0.0,22.3,70
2021042121,A,19.8,146.8,1.4,0.0,0.0,37.5,-99.0,20.9,71
2021042122,A,18.0,138.5,1.0,0.0,0.0,42.4,-99.0,19.4,70
2021042123,A,16.6,113.8,0.8,0.0,0.0,46.1,-99.0,18.2,65
2021042200,A,15.8,149.4,0.6,0.0,0.0,43.8,-99.0,17.3,71
2021042201,A,15.0,131.5,0.4,0.0,0.0,45.0,-99.0,16.6,48
2021042202,A,15.0,139.7,0.9,0.0,0.0,45.1,-99.0,16.3,40
2021042203,A,15.1,89.7,1.1,0.0,0.0,45.1,-99.0,16.3,44
2021042204,A,16.9,75.5,4.0,0.0,0.0,40.7,-99.0,16.8,51
2021042205,A,16.6,165.4,1.7,0.0,0.0,43.3,-99.0,17.1,53
2021042206,A,15.1,146.3,1.0,0.0,0.0,51.4,0.0,16.6,55
2021042207,A,16.2,136.9,0.9,0.0,0.0,47.0,0.1,16.7,55
2021042208,A,17.6,89.2,0.8,0.0,0.0,47.1,0.42,17.7,57
2021042209,A,19.0,110.4,2.3,0.0,0.0,39.6,0.71,19.5,47
2021042210,A,20.0,88.1,2.8,0.0,0.0,38.1,1.26,21.1,42
2021042211,A,22.8,155.2,2.3,0.0,0.0,32.1,1.92,23.4,42
2021042212,A,24.5,155.9,1.7,0.0,0.0,29.3,2.51,25.1,42
2021042213,A,26.5,135.6,1.2,0.0,0.0,26.9,2.58,26.7,36
2021042214,A,26.7,191.8,2.7,0.0,0.0,20.2,2.67,27.0,35
2021042215,A,27.4,170.2,1.8,0.0,0.0,19.8,1.75,27.4,39
2021042216,A,25.6,145.9,1.1,0.0,0.0,21.6,1.0,26.5,38
2021042217,A,23.9,131.9,1.5,0.0,0.0,31.5,0.45,25.4,37
2021042218,A,22.6,139.0,1.8,0.0,0.0,28.5,0.26,23.7,39
2021042219,A,21.8,141.6,1.2,0.0,0.0,27.7,0.07,22.7,44
2021042220,A,19.7,98.6,0.3,0.0,0.0,35.7,0.0,21.6,46
2021042221,A,20.6,84.8,2.1,0.0,0.0,31.2,-99.0,21.2,50
2021042222,A,18.5,107.2,1.5,0.0,0.0,41.1,-99.0,20.0,51
2021042223,A,17.7,96.9,1.7,0.0,0.0,42.4,-99.0,18.8,50
2021042300,A,16.5,93.5,0.8,0.0,0.0,46.5,-99.0,18.2,59
2021042301,A,19.7,72.2,2.1,0.0,0.0,26.8,-99.0,18.1,40
2021042302,A,18.2,83.0,1.6,0.0,0.0,37.9,-99.0,18.3,33
2021042303,A,16.5,82.1,0.4,0.0,0.0,45.9,-99.0,18.0,32
2021042304,A,16.8,87.3,2.5,0.0,0.0,49.6,-99.0,17.8,35
2021042305,A,15.9,85.8,1.7,0.0,0.0,55.6,-99.0,17.2,39
2021042306,A,15.9,56.8,0.9,0.0,0.0,54.8,0.0,17.3,50
2021042307,A,16.4,33.6,2.5,0.0,0.0,55.2,0.05,17.1,70
2021042308,A,17.4,84.2,1.8,0.0,0.0,50.7,0.42,18.1,79
2021042309,A,17.2,88.9,2.2,0.0,0.0,52.1,0.47,18.0,68
2021042310,A,17.7,109.2,1.0,0.0,0.0,52.4,0.62,18.7,59
2021042311,A,20.5,148.3,3.2,0.0,0.0,35.9,1.38,21.0,55
2021042312,A,20.0,134.0,2.9,0.0,0.0,27.3,1.14,20.8,47
2021042313,A,20.0,112.0,1.2,0.0,0.0,29.5,0.58,20.9,45
2021042314,A,21.1,127.4,2.4,0.0,0.0,26.9,1.16,21.8,44
2021042315,A,21.0,154.1,2.2,0.0,0.0,26.4,1.14,21.8,42
2021042316,A,20.8,136.0,2.4,0.0,0.0,26.4,0.58,21.6,38
2021042317,A,20.5,152.4,1.0,0.0,0.0,28.8,0.5,21.4,52
2021042318,A,19.4,77.9,0.9,0.0,0.0,33.0,0.24,20.9,73
2021042319,A,17.7,69.5,0.8,0.0,0.0,38.4,0.08,20.1,79
2021042320,A,18.9,81.5,1.2,0.0,0.0,32.9,0.0,19.4,72
2021042321,A,18.0,109.1,0.9,0.0,0.0,38.2,-99.0,19.0,69
2021042322,A,18.1,112.3,1.3,0.0,0.0,36.6,-99.0,18.7,65
2021042323,A,17.6,121.1,0.8,0.0,0.0,37.2,-99.0,18.1,62
2021042400,A,16.4,72.7,1.0,0.0,0.0,42.0,-99.0,17.7,66
2021042401,A,16.2,83.6,0.5,0.0,0.0,39.5,-99.0,17.0,42
2021042402,A,16.4,141.1,1.1,0.0,0.0,37.3,-99.0,16.7,45
2021042403,A,16.2,202.3,1.9,0.0,0.0,40.3,-99.0,16.8,46
2021042404,A,15.8,102.2,2.9,0.0,0.0,35.4,-99.0,16.4,49
2021042405,A,15.3,232.4,0.6,0.0,0.0,35.5,-99.0,16.1,54
2021042406,A,15.4,53.6,1.6,0.0,0.0,34.7,0.0,15.8,52
2021042407,A,15.4,69.9,1.9,0.0,0.0,34.3,0.11,15.9,48
2021042408,A,15.7,92.2,0.7,0.0,0.0,34.6,0.35,16.3,51
2021042409,A,16.8,40.7,0.9,0.0,0.0,29.9,0.8,17.3,57
2021042410,A,18.7,132.3,0.9,0.0,0.0,26.5,1.2,18.8,62
2021042411,A,19.5,100.2,0.7,0.0,0.0,20.9,1.81,19.9,58
2021042412,A,20.9,131.0,1.1,0.0,0.0,22.3,1.86,21.1,58
2021042413,A,20.7,102.9,2.5,0.0,0.0,25.7,1.93,21.1,59
2021042414,A,19.9,110.6,2.7,0.0,0.0,29.5,1.1,20.5,57
2021042415,A,21.7,121.7,1.6,0.0,0.0,35.1,1.26,21.4,52
2021042416,A,20.5,98.2,1.8,0.0,0.0,36.4,1.27,21.3,47
2021042417,A,20.9,112.9,1.3,0.0,0.0,36.9,0.72,21.2,51
2021042418,A,19.9,127.6,2.2,0.0,0.0,37.8,0.97,21.1,51
2021042419,A,18.6,129.6,0.9,0.0,0.0,48.1,0.26,20.0,59
2021042420,A,16.4,100.9,0.5,0.0,0.0,54.1,0.01,18.5,61
2021042421,A,15.2,93.6,0.8,0.0,0.0,61.1,-99.0,17.4,62
2021042422,A,14.4,44.9,0.5,0.0,0.0,66.5,-99.0,16.4,60
2021042423,A,13.4,37.8,0.4,0.0,0.0,70.8,-99.0,15.4,63
2021042500,A,13.2,1.4,0.7,0.0,0.0,73.5,-99.0,14.9,64
2021042501,A,12.6,104.6,0.2,0.0,0.0,77.4,-99.0,14.3,33
2021042502,A,12.2,360.0,0.0,0.0,0.0,79.4,-99.0,13.6,37
2021042503,A,11.9,80.4,0.5,0.0,0.0,81.4,-99.0,13.4,39
2021042504,A,11.4,90.2,0.7,0.0,0.0,83.8,-99.0,12.8,29
2021042505,A,12.8,73.8,1.3,0.0,0.0,71.0,-99.0,12.3,28
2021042506,A,13.5,150.7,2.0,0.0,0.0,62.0,0.0,13.1,35
2021042507,A,13.8,138.8,1.9,0.0,0.0,62.7,0.16,14.0,51
2021042508,A,14.5,121.1,3.2,0.0,0.0,60.4,0.76,15.8,53
2021042509,A,16.5,125.0,1.5,0.0,0.0,52.0,1.77,17.2,49
2021042510,A,17.8,136.5,2.1,0.0,0.0,45.8,2.41,18.4,47
2021042511,A,18.7,134.5,2.4,0.0,0.0,42.1,3.02,19.5,51
2021042512,A,20.0,116.7,2.9,0.0,0.0,37.8,3.37,20.4,49
2021042513,A,20.5,136.0,1.9,0.0,0.0,33.9,3.49,21.2,47
2021042514,A,21.6,96.5,1.9,0.0,0.0,33.5,3.39,22.2,47
2021042515,A,21.6,147.7,2.3,0.0,0.0,29.1,2.96,22.7,47
2021042516,A,22.1,97.0,1.9,0.0,0.0,28.7,2.49,23.3,47
2021042517,A,22.6,128.8,1.7,0.0,0.0,30.9,1.88,23.3,42
2021042518,A,21.6,94.3,1.4,0.0,0.0,34.2,1.03,22.6,40
2021042519,A,19.8,87.6,1.7,0.0,0.0,36.4,0.38,21.1,55
2021042520,A,17.2,70.7,0.9,0.0,0.0,44.0,0.01,19.5,55
2021042521,A,16.7,69.3,1.0,0.0,0.0,43.1,-99.0,18.4,59
2021042522,A,15.7,74.6,1.0,0.0,0.0,46.2,-99.0,17.1,55
2021042523,A,15.1,84.6,0.7,0.0,0.0,46.7,-99.0,16.3,63
2021042600,A,15.2,160.2,0.9,0.0,0.0,45.5,-99.0,15.6,65
2021042601,A,16.0,91.8,2.0,0.0,0.0,40.8,-99.0,14.9,42
2021042602,A,15.4,160.5,2.4,0.0,0.0,45.3,-99.0,15.4,39
2021042603,A,14.5,154.8,2.4,0.0,0.0,44.7,-99.0,15.1,40
2021042604,A,13.4,173.9,1.9,0.0,0.0,45.0,-99.0,14.3,42
2021042605,A,13.0,156.6,2.9,0.0,0.0,43.6,-99.0,13.6,48
2021042606,A,12.5,166.5,2.9,0.0,0.0,40.9,0.01,13.0,52
2021042607,A,12.5,163.4,2.3,0.0,0.0,35.2,0.34,13.3,53
2021042608,A,14.3,161.9,2.4,0.0,0.0,28.5,1.0,14.7,55
2021042609,A,15.9,158.3,2.5,0.0,0.0,23.7,1.81,16.2,53
2021042610,A,17.0,167.3,2.0,0.0,0.0,32.9,2.11,17.1,48
2021042611,A,17.0,166.2,1.9,0.0,0.0,50.9,2.3,17.7,41
2021042612,A,18.4,149.5,1.1,0.0,0.0,53.6,2.27,18.1,40
2021042613,A,19.5,143.9,1.2,0.0,0.0,49.3,3.12,19.1,41
2021042614,A,19.5,164.4,1.5,0.0,0.0,45.3,2.85,19.9,40
2021042615,A,20.9,134.4,1.4,0.0,0.0,44.2,1.73,20.1,41
2021042616,A,20.2,144.3,1.8,0.0,0.0,42.0,1.33,19.8,39
2021042617,A,17.9,139.3,1.8,0.0,0.0,49.0,1.52,19.0,42
2021042618,A,17.6,142.1,1.9,0.0,0.0,46.4,0.96,18.7,42
2021042619,A,16.4,131.9,1.7,0.0,0.0,51.0,0.21,17.4,46
2021042620,A,15.3,129.8,1.6,0.0,0.0,56.7,0.01,16.3,50
2021042621,A,14.8,103.0,0.3,0.0,0.0,62.3,-99.0,15.8,57
2021042622,A,13.5,132.3,0.6,0.0,0.0,77.3,-99.0,15.1,59
2021042623,A,13.5,108.7,1.9,0.0,0.0,76.8,-99.0,14.5,57
2021042700,A,11.6,81.4,0.5,0.0,0.0,83.9,-99.0,13.7,60
2021042701,A,11.2,340.3,0.1,0.0,0.0,85.0,-99.0,13.1,44
2021042702,A,11.7,93.0,0.5,0.0,0.0,74.0,-99.0,13.1,46
2021042703,A,12.1,117.5,0.8,0.0,0.0,70.8,-99.0,13.0,50
2021042704,A,11.6,319.3,0.4,0.0,0.0,71.8,-99.0,12.6,54
2021042705,A,11.0,360.0,0.0,0.0,0.0,72.8,-99.0,12.4,65
2021042706,A,11.7,141.9,0.3,0.0,0.0,66.1,0.0,12.6,66
2021042707,A,12.3,114.2,0.2,0.0,0.0,69.5,0.13,13.3,68
2021042708,A,13.6,172.7,1.0,0.0,0.0,57.1,0.27,13.9,67
2021042709,A,14.1,137.7,0.3,0.0,0.0,54.2,0.41,14.7,58
2021042710,A,15.8,149.0,0.8,0.0,0.0,47.9,0.85,15.9,49
2021042711,A,17.1,162.4,1.3,0.0,0.0,48.8,1.15,16.8,48
2021042712,A,16.7,138.0,0.7,0.0,0.0,50.3,1.48,17.0,47
2021042713,A,17.6,167.7,1.8,0.0,0.0,46.4,1.6,18.4,47
2021042714,A,19.1,169.5,1.6,0.0,0.0,41.1,1.81,19.4,46
2021042715,A,18.6,174.0,2.1,0.0,0.0,37.0,1.7,19.4,43
2021042716,A,17.6,142.0,1.5,0.0,0.0,44.9,0.38,18.0,41
2021042717,A,16.1,171.7,2.4,0.0,0.0,49.0,0.32,17.0,43
2021042718,A,15.9,143.0,1.0,0.0,0.0,51.6,0.18,16.5,45
2021042719,A,14.9,174.5,2.5,0.0,0.0,57.3,0.08,15.8,57
2021042720,A,14.7,169.9,1.8,0.0,0.0,61.5,0.01,15.5,62
2021042721,A,14.2,173.1,2.6,0.0,0.0,74.6,-99.0,15.4,70
2021042722,A,14.6,170.4,2.2,0.0,0.0,70.2,-99.0,15.3,64
2021042723,A,14.3,171.8,3.2,0.0,0.0,73.9,-99.0,15.1,62
2021042800,A,13.1,167.7,1.2,2.0,2.0,92.6,-99.0,14.2,65
2021042801,A,12.8,164.5,1.9,3.5,3.5,95.8,-99.0,13.5,55
2021042802,A,12.4,153.6,1.5,3.5,0.0,96.2,-99.0,13.2,54
2021042803,A,11.6,140.3,1.2,3.5,0.0,95.9,-99.0,12.7,51
2021042804,A,10.8,139.3,0.8,3.5,0.0,94.8,-99.0,12.0,53
2021042805,A,10.4,210.6,0.5,-99.0,-99.0,94.8,-99.0,11.6,60
2021042806,A,9.7,153.5,0.6,-99.0,-99.0,93.9,0.01,11.2,62
2021042807,A,10.6,171.2,1.9,-99.0,-99.0,92.6,0.23,11.4,70
2021042808,A,11.8,161.4,1.3,-99.0,-99.0,88.9,0.53,12.2,73
2021042809,A,12.9,212.5,0.8,-99.0,-99.0,76.9,0.91,13.1,67
2021042810,A,13.8,150.7,0.7,-99.0,-99.0,73.8,1.26,13.9,57
2021042811,A,15.0,157.4,1.0,-99.0,-99.0,70.4,1.72,15.2,52
2021042812,A,16.7,151.2,1.0,-99.0,-99.0,59.3,2.3,16.4,52
2021042813,A,17.1,157.1,1.4,-99.0,-99.0,52.6,2.14,17.4,50
2021042814,A,17.8,142.5,1.4,-99.0,-99.0,48.9,1.94,17.8,47
2021042815,A,17.5,161.4,1.6,-99.0,-99.0,42.0,1.75,17.5,48
2021042816,A,16.8,167.3,1.6,-99.0,-99.0,41.9,1.32,17.4,50
2021042817,A,16.4,166.1,1.0,-99.0,-99.0,44.2,0.72,17.1,55
2021042818,A,15.9,172.8,1.9,-99.0,-99.0,42.4,0.94,17.2,61
2021042819,A,13.0,149.7,0.4,-99.0,-99.0,47.4,0.31,15.9,70
2021042820,A,12.3,123.0,0.5,-99.0,-99.0,49.8,0.01,14.8,75
2021042821,A,12.5,80.8,0.2,-99.0,-99.0,51.4,-99.0,14.3,74
2021042822,A,12.7,92.1,0.3,-99.0,-99.0,51.2,-99.0,14.1,71
2021042823,A,12.1,69.1,0.7,-99.0,-99.0,61.2,-99.0,14.0,69
2021042900,A,11.7,71.5,0.6,-99.0,-99.0,57.3,-99.0,13.2,70
2021042901,A,10.8,73.3,0.1,0.0,0.0,53.1,-99.0,12.1,55
2021042902,A,11.4,67.9,1.1,0.0,0.0,55.5,-99.0,11.6,54
2021042903,A,11.9,90.4,1.0,0.0,0.0,49.4,-99.0,11.5,52
2021042904,A,11.5,86.6,0.9,0.0,0.0,58.0,-99.0,11.4,55
2021042905,A,10.9,99.2,0.8,0.0,0.0,61.2,-99.0,11.1,57
2021042906,A,9.9,157.1,0.6,0.0,0.0,70.5,0.0,11.0,63
2021042907,A,11.9,72.7,2.2,0.0,0.0,51.7,0.13,11.6,65
2021042908,A,13.0,81.9,2.3,0.0,0.0,49.2,0.44,12.9,70
2021042909,A,13.5,77.2,1.7,0.0,0.0,43.2,0.32,13.3,76
2021042910,A,14.3,344.5,2.3,0.0,0.0,45.7,0.5,14.6,77
2021042911,A,14.2,81.8,1.0,0.0,0.0,54.9,0.66,15.0,68
2021042912,A,16.0,86.9,1.6,0.0,0.0,42.0,1.55,16.2,57
2021042913,A,17.1,112.3,1.7,0.0,0.0,44.2,1.47,16.8,60
2021042914,A,17.1,92.9,1.7,0.0,0.0,39.2,3.08,18.2,53
2021042915,A,18.5,172.7,1.8,0.0,0.0,34.3,3.02,18.7,57
2021042916,A,18.6,91.6,1.1,0.0,0.0,35.1,2.46,19.1,54
2021042917,A,18.6,163.9,1.1,0.0,0.0,26.5,1.59,18.9,49
2021042918,A,16.6,71.8,0.1,0.0,0.0,42.7,0.64,18.2,54
2021042919,A,16.3,168.0,1.5,0.0,0.0,39.6,0.12,17.0,59
2021042920,A,14.8,147.1,0.4,0.0,0.0,45.7,0.01,16.2,75
2021042921,A,13.9,174.8,0.7,0.0,0.0,52.2,-99.0,15.2,87
2021042922,A,14.6,164.0,3.3,0.0,0.0,49.1,-99.0,15.1,75
2021042923,A,10.4,167.5,2.1,0.5,0.5,86.2,-99.0,12.3,75
2021043000,A,9.9,92.7,1.0,4.0,3.5,93.7,-99.0,11.0,79
2021043001,A,9.3,33.2,1.4,2.0,2.0,95.8,-99.0,10.7,81
2021043002,A,8.8,8.5,1.4,5.5,3.5,95.7,-99.0,10.1,48
2021043003,A,8.4,313.9,1.3,14.0,8.5,96.3,-99.0,8.3,46
2021043004,A,7.4,2.2,0.6,22.0,8.0,96.6,-99.0,8.7,51
2021043005,A,7.9,0.2,0.5,25.5,3.5,97.4,-99.0,8.7,94
2021043006,A,8.2,325.1,0.7,26.0,0.5,97.3,0.01,8.9,76
2021043007,A,8.1,338.8,0.5,26.5,0.5,97.2,0.05,9.1,75
2021043008,A,8.5,248.2,0.4,26.5,0.0,96.9,0.18,9.4,77
2021043009,A,9.3,298.3,0.7,26.5,0.0,94.7,0.46,10.4,69
2021043010,A,11.8,89.9,0.9,26.5,0.0,85.3,1.35,11.4,50
2021043011,A,11.1,177.0,0.8,26.5,0.0,73.1,2.05,12.4,47
2021043012,A,13.0,137.4,0.9,26.5,0.0,69.7,1.76,13.9,64
2021043013,A,12.2,149.2,0.8,26.5,0.0,75.7,1.09,13.5,61
2021043014,A,12.9,173.8,1.8,26.5,0.0,66.8,0.61,13.6,43
2021043015,A,12.0,175.0,1.4,26.5,0.0,77.2,0.34,12.6,39
2021043016,A,13.0,153.0,1.2,26.5,0.0,74.0,0.55,13.3,49
2021043017,A,12.4,161.5,1.4,26.5,0.0,73.2,0.55,13.2,43
2021043018,A,11.8,165.8,2.3,26.5,0.0,78.0,0.36,12.7,63
2021043019,A,11.2,145.5,0.7,26.5,0.0,84.7,0.08,12.1,111
2021043020,A,10.9,160.3,0.6,26.5,0.0,81.6,0.01,11.8,144
2021043021,A,10.9,171.1,1.2,26.5,0.0,83.5,-99.0,11.5,142
2021043022,A,10.2,132.6,0.7,26.5,0.0,86.3,-99.0,11.2,136
2021043023,A,9.9,156.6,1.3,26.5,0.0,85.7,-99.0,10.9,125
2021050100,A,8.8,360.0,0.0,26.5,0.0,91.7,-99.0,12.6,92
2021050101,A,9.3,89.8,0.3,0.0,0.0,88.6,-99.0,12.6,114
2021050102,A,9.4,159.5,0.5,0.0,0.0,84.0,-99.0,12.4,104
2021050103,A,9.0,53.6,0.3,0.0,0.0,87.2,-99.0,12.2,95
2021050104,A,9.4,141.6,1.3,0.0,0.0,86.0,-99.0,12.2,89
2021050105,A,9.0,280.8,0.9,0.0,0.0,92.8,-99.0,12.2,114
2021050106,A,8.5,288.3,0.8,0.0,0.0,94.7,0.01,12.0,113
2021050107,A,9.4,144.6,0.9,0.0,0.0,91.9,0.11,12.2,98
2021050108,A,9.9,134.3,1.4,0.0,0.0,87.2,0.39,12.8,101
2021050109,A,11.1,129.3,1.7,0.0,0.0,77.1,0.96,12.9,101
2021050110,A,10.8,142.9,1.0,0.0,0.0,75.4,0.73,13.2,99
2021050111,A,13.1,133.2,2.9,0.0,0.0,54.0,0.91,13.7,89
2021050112,A,13.7,136.8,1.7,0.0,0.0,49.0,2.23,14.1,80
2021050113,A,15.1,144.2,2.0,0.0,0.0,49.9,2.81,14.8,77
2021050114,A,9.7,64.8,1.6,0.5,0.5,81.8,1.47,13.8,77
2021050115,A,8.3,288.3,1.5,4.0,3.5,93.9,0.21,11.7,80
2021050116,A,9.1,295.7,3.3,4.5,0.5,91.6,0.85,12.2,77
2021050117,A,9.2,104.4,2.4,5.0,0.5,85.3,0.61,12.5,94
2021050118,A,9.2,139.0,1.4,5.0,0.0,90.6,0.42,12.1,91
2021050119,A,8.9,130.9,2.1,5.0,0.0,81.8,0.17,11.7,99
2021050120,A,9.0,126.6,1.9,5.0,0.0,79.6,0.01,11.6,129
2021050121,A,8.1,134.6,0.7,5.0,0.0,92.7,-99.0,11.4,147
2021050122,A,8.2,129.7,1.0,5.0,0.0,92.5,-99.0,11.2,130
2021050123,A,7.9,116.5,1.2,5.0,0.0,94.3,-99.0,10.9,124
2021050200,A,7.3,331.5,1.4,5.5,0.5,94.1,-99.0,10.7,117
2021050201,A,7.1,326.8,1.7,1.0,1.0,95.4,-99.0,10.4,91
2021050202,A,7.4,323.6,1.1,1.5,0.5,96.4,-99.0,10.6,88
2021050203,A,7.3,89.6,1.0,1.5,0.0,96.1,-99.0,10.4,89
2021050204,A,7.3,105.9,1.5,1.5,0.0,95.5,-99.0,10.4,92
2021050205,A,6.9,117.5,1.4,1.5,0.0,95.2,-99.0,10.0,101
2021050206,A,6.0,8.1,0.5,1.5,0.0,96.2,0.01,9.8,113
2021050207,A,6.5,319.5,1.0,1.5,0.0,96.5,0.18,10.0,89
2021050208,A,8.3,113.0,1.5,1.5,0.0,87.1,0.67,10.9,82
2021050209,A,10.7,90.4,0.9,1.5,0.0,75.9,1.66,12.4,78
2021050210,A,12.4,87.5,2.3,1.5,0.0,68.1,2.53,13.7,80
2021050211,A,15.2,127.6,1.8,1.5,0.0,57.4,3.17,14.9,84
2021050212,A,16.5,129.5,1.9,1.5,0.0,50.0,3.5,16.1,81
2021050213,A,18.1,117.2,1.5,1.5,0.0,43.6,3.56,17.1,80
2021050214,A,18.9,143.9,1.6,1.5,0.0,45.0,3.32,17.9,66
2021050215,A,18.5,144.3,2.5,1.5,0.0,44.4,3.15,18.4,56
2021050216,A,18.1,166.5,2.5,1.5,0.0,51.1,2.43,18.4,51
2021050217,A,17.1,136.9,2.5,1.5,0.0,44.6,1.93,17.6,59
2021050218,A,14.9,125.7,1.9,1.5,0.0,48.2,1.19,16.2,62
2021050219,A,13.6,137.1,1.3,1.5,0.0,53.7,0.39,15.2,68
2021050220,A,11.3,132.8,1.1,1.5,0.0,66.8,0.02,14.0,74
2021050221,A,10.7,138.3,0.6,1.5,0.0,70.6,-99.0,13.4,102
2021050222,A,9.5,160.6,0.4,1.5,0.0,75.5,-99.0,12.9,104
2021050223,A,9.9,171.1,0.9,1.5,0.0,71.6,-99.0,12.4,102
2021050300,A,9.2,185.4,0.7,1.5,0.0,78.8,-99.0,12.1,82
2021050301,A,8.3,139.5,1.0,0.0,0.0,87.7,-99.0,11.8,75
2021050302,A,8.5,93.8,1.1,0.0,0.0,87.6,-99.0,11.3,78
2021050303,A,7.3,145.0,0.5,0.0,0.0,91.2,-99.0,10.9,77
2021050304,A,7.8,178.4,0.7,0.0,0.0,87.8,-99.0,10.9,80
2021050305,A,7.5,160.8,1.1,0.0,0.0,90.0,-99.0,10.8,85
2021050306,A,6.9,128.2,0.1,0.0,0.0,92.4,0.02,10.5,92
2021050307,A,8.1,152.7,0.8,0.0,0.0,88.0,0.37,11.2,102
2021050308,A,11.4,162.7,0.5,0.0,0.0,70.5,1.02,12.8,88
2021050309,A,13.8,166.8,1.0,0.0,0.0,58.5,1.82,14.0,81
2021050310,A,15.5,157.6,1.3,0.0,0.0,48.8,2.48,15.4,72
2021050311,A,16.8,162.4,1.7,0.0,0.0,43.1,3.06,16.1,62
2021050312,A,17.3,167.7,2.8,0.0,0.0,33.1,3.41,17.0,62
2021050313,A,19.4,141.7,1.4,0.0,0.0,29.0,3.55,17.9,61
2021050314,A,20.1,162.0,1.4,0.0,0.0,29.0,3.39,18.4,55
2021050315,A,20.3,139.0,1.4,0.0,0.0,30.0,3.01,18.3,54
2021050316,A,19.9,133.5,1.8,0.0,0.0,29.4,2.56,18.1,50
2021050317,A,18.5,166.5,2.0,0.0,0.0,34.8,1.85,18.0,46
2021050318,A,16.5,155.2,1.0,0.0,0.0,44.3,0.86,17.1,64
2021050319,A,15.2,147.2,0.8,0.0,0.0,42.7,0.29,16.2,70
2021050320,A,13.2,114.6,0.7,0.0,0.0,56.2,0.01,15.0,94
2021050321,A,12.1,83.5,0.5,0.0,0.0,56.3,-99.0,14.4,88
2021050322,A,11.6,122.4,0.5,0.0,0.0,60.9,-99.0,14.0,85
2021050323,A,11.1,80.2,0.4,0.0,0.0,67.3,-99.0,13.7,76
2021050400,A,10.5,106.3,0.4,0.0,0.0,60.7,-99.0,12.9,80
2021050401,A,10.9,72.0,0.1,0.0,0.0,61.7,-99.0,12.9,71
2021050402,A,11.5,80.5,1.1,0.0,0.0,54.0,-99.0,12.8,64
2021050403,A,12.1,96.8,1.2,0.0,0.0,54.2,-99.0,12.9,61
2021050404,A,12.0,98.0,1.3,0.0,0.0,59.1,-99.0,12.9,59
2021050405,A,12.2,106.1,1.7,0.0,0.0,58.1,-99.0,13.4,60
2021050406,A,12.7,97.7,2.1,0.0,0.0,54.9,0.01,13.9,64
2021050407,A,12.8,100.2,1.8,0.0,0.0,55.4,0.04,14.1,77
2021050408,A,12.0,127.5,1.0,0.5,0.5,71.1,0.09,14.3,81
2021050409,A,12.0,105.1,1.9,0.5,0.0,72.8,0.15,14.5,78
2021050410,A,11.2,61.5,1.9,2.0,1.5,89.0,0.13,14.6,65
2021050411,A,12.4,94.5,2.7,2.0,0.0,81.7,0.33,15.5,64
2021050412,A,13.4,119.3,1.4,2.0,0.0,79.4,0.57,16.3,60
2021050413,A,14.9,101.8,1.9,2.0,0.0,73.8,0.87,17.4,60
2021050414,A,14.9,92.5,2.0,2.0,0.0,74.3,0.45,17.6,61
2021050415,A,13.5,132.8,1.5,5.5,3.5,91.3,0.21,17.2,60
2021050416,A,14.5,128.0,2.0,7.5,2.0,94.0,0.23,17.6,62
